Time,Screen Name,Tweet,RT,Followers
,@VictorB836,,,
,@PParzival,,,
,@Awkwardiswhoiam,,,
,@Maliheh_,,,
,@ThankYouBernie,,,
,@SideyardPale,,,
,@Adonis7538,,,
,@ConsiderThis1,,,
,@CallawayBOT,,,
,@stopthemalready,,,
,@Woofus42,,,
,@575haiku,,,
,@Selendrile,,,
,@shipo46,,,
,@DaphneW50161589,,,
,@VanStreetDog,,,
,@Vets4Bernie2016,,,
,@jamescipriano,,,
,@runsinthewind,,,
,@EnigmaNetxx,,,
,@markland2018,,,
,@Oxyraaay,,,
,@itsthepath,,,
,@tammierbarber,,,
,@nursevictoria11,,,
,@Vets4Bernie2016,,,
,@thederekmick,,,
,@BeasKnee5,,,
,@zazahan1,,,
,@jennabstone,,,
,@richyfeIix,,,
,@RadioFreeBernie,,,
,@NO_To_Socialism,,,
,@LivingKama,,,
,@AuthorBailey,,,
,@Greeenguy111,,,
,@SKITills,,,
,@AnsonHeather,,,
,@LEQ79,,,
,@LauraAkers,,,
,@redrabbitsnpow2,,,
,@jbierm02,,,
,@keyserlynnv,,,
,@Caraoqueen,,,
,@Soozieceu,,,
,@Astro_journey,,,
,@angxri,,,
,@LivingKama,,,
,@nayasala,,,
,@twinrocksOR,,,
,@jay_st_patrick,,,
,@BrianMolina44,,,
,@akeleven,,,
,@seafins,,,
,@RealHClinton,,,
,@evamarye,,,
,@Karambabrowne,,,
,@rb_film,,,
,@70DN,,,
,@rr_rosanna,,,
,@GrenierYvonne,,,
,@munya086,,,
,@Advocate4every1,,,
,@Journeyman15,,,
,@petite_lk_dude,,,
,@micheleylang,,,
,@WaterPoloTrevor,,,
,@betsee11,,,
,@alexandriaababe,,,
,@tackywhiteboi,,,
,@emilyybyrdd,,,
,@sanders4all,,,
,@txfreethinkerqt,,,
,@carolinamelody,,,
,@CaptainNeil96,,,
,@BrianBachner,,,
,@gkielec,,,
,@Barkabout413,,,
,@LesleySprague1,,,
,@MRC_SLC,,,
,@ideasloop,,,
,@vVinstonSmith,,,
,@RadioFreeBernie,,,
,@annajthorley,,,
,@akeleven,,,
,@collynthegreat,,,
,@DecalsMcSticky,,,
,@DeevElliott,,,
,@therockpile137,,,
,@zoe_blueeyesbae,,,
,@MexisforBernie,,,
,@joy1974S,,,
,@tovangar2,,,
,@sanders4all,,,
,@RealHClinton,,,
,@KimMoor06758895,,,
,@iVote4USA,,,
,@rinaisrad,,,
,@gellodood,,,
,@TheresaSchroe14,,,
,@Caraoqueen,,,
,@shanemorash1,,,
,@jscrivner,,,
,@TravesMcPunk,,,
,@DonPlaton,,,
,@dogismygod9,,,
,@VanStreetDog,,,
,@XolaniMvulana,,,
,@x_jamg,,,
,@LifeforceVibes,,,
,@thegarz,,,
